,diseased
23642,0
55843,0
854198,0
148789,0
23578,0
255758,0
747,0
852092,0
10137,0
11283,0
136,0
20773,0
9371,0
19166,0
7634,0
283459,0
55074,0
57715,0
9453,0
19339,0
11938,0
83503,0
170622,0
11237,0
282808,0
962,0
25989,0
91893,0
29797,0
222008,0
854188,0
3327,0
642273,0
57536,0
23038,0
9644,0
27253,0
10671,0
79977,0
23464,0
169166,0
7584,0
9753,0
10560,0
8323,0
142940,0
23597,0
10558,0
171546,0
2907,0
229279,0
112942,0
57505,0
54913,0
114900,0
9955,0
54436,0
26030,0
17196,0
4355,0
11131,0
52432,0
54342,0
58512,0
100132285,0
492303,0
820757,0
58845,0
115825,0
54471,0
9892,0
205717,0
163778,0
131377,0
136895,0
5082,0
4640,0
284656,0
11230,0
54540,0
257019,0
125061,0
692196,0
84067,0
27401,0
16525,0
84620,0
23127,0
23604,0
8581,0
9595,0
6843,0
296554,0
641293,0
158055,0
51031,0
79724,0
4950,0
104859,0
851975,0
51114,0
14027,0
13542,0
192119,0
24446,0
4013,0
84940,0
339965,0
68183,0
57407,0
23090,0
51399,0
9367,0
10673,0
14924,0
196374,0
134864,0
114800,0
143888,0
259236,0
12927,0
955,0
387569,0
7342,0
15,0
85300,0
973,0
89801,0
4649,0
55777,0
84516,0
56940,0
283987,0
30817,0
84889,0
51230,0
83538,0
80217,0
65268,0
55175,0
55719,0
100129982,0
114769,0
337979,0
79701,0
25764,0
10871,0
5361,0
9248,0
144245,0
6900,0
67046,0
219988,0
242,0
13163,0
57020,0
23113,0
3783750,0
26941,0
26091,0
84072,0
124808,0
343521,0
55276,0
16337,0
844193,0
404710,0
118788,0
134121,0
51310,0
153562,0
23456,0
64224,0
411,0
84203,0
696,0
134637,0
18505,0
176454,0
68767,0
653166,0
118487,0
114971,0
20846,0
9583,0
7348,0
219899,0
114792,0
4961486,0
90806,0
124411,0
734,0
400506,0
2703436,0
13728,0
27223,0
23528,0
9604,0
57494,0
117284,0
2281,0
90362,0
216238,0
231506,0
23012,0
28755,0
9427,0
29994,0
57509,0
337971,0
401152,0
25973,0
388695,0
10739,0
92305,0
5028,0
541465,0
84064,0
140739,0
100532731,0
656,0
23200,0
140850,0
2760,0
51147,0
55701,0
727764,0
266553,0
51449,0
55109,0
852822,0
11465,0
17246,0
7143,0
55111,0
144717,0
27231,0
5593,0
52163,0
116349,0
153020,0
162998,0
101930400,0
7201,0
135295,0
50937,0
116225,0
8092,0
1428,0
11081,0
57176,0
282809,0
79939,0
12501,0
18813,0
289990,0
84958,0
140825,0
79364,0
54212,0
14088,0
50801,0
10635,0
83639,0
391104,0
1414,0
27079,0
851210,0
5740544,0
51347,0
2703455,0
56262,0
55144,0
729402,0
71846,0
168544,0
108960,0
1409,0
230654,0
101565,0
54631,0
337876,0
55501,0
54886,0
21749,0
151246,0
57212,0
166655,0
1750,0
9651,0
29767,0
397548,0
221301,0
440138,0
11069,0
23148,0
23008,0
80212,0
1114,0
79816,0
317649,0
57580,0
517,0
84547,0
65048,0
361833,0
22838,0
283870,0
84928,0
283970,0
497048,0
4111,0
84915,0
57549,0
29926,0
29970,0
100008589,0
432369,0
81494,0
380246,0
17113,0
12566,0
21975,0
1846,0
21750,0
51115,0
83452,0
387755,0
26207,0
55357,0
29264,0
441502,0
143244,0
284076,0
4267,0
7544,0
1041,0
55016,0
1160,0
23132,0
308335,0
64897,0
16594,0
2717,0
2695,0
25404,0
2022,0
56252,0
55230,0
144501,0
143241,0
138428,0
76478,0
25766,0
132204,0
14102,0
2703389,0
6894,0
146849,0
23609,0
84809,0
257101,0
856105,0
27123,0
24768,0
9854,0
122060,0
163050,0
91272,0
6273,0
84525,0
55184,0
27240,0
25927,0
3671,0
9647,0
21454,0
149076,0
33,0
13006,0
496,0
64760,0
81788,0
80128,0
29986,0
22196,0
51596,0
10793,0
9706,0
51385,0
84896,0
387990,0
79733,0
285622,0
3036,0
71824,0
64386,0
65078,0
269,0
8852,0
353267,0
34225,0
50511,0
81858,0
1730,0
387836,0
51208,0
35744,0
7627,0
4753,0
268882,0
6274,0
3323,0
79037,0
28978,0
55709,0
199221,0
7441,0
214,0
127544,0
22883,0
84236,0
744,0
85457,0
116179,0
84553,0
103136,0
153643,0
10231,0
278,0
84939,0
284904,0
9620,0
84830,0
11785,0
8708,0
347735,0
220064,0
128061,0
12988,0
10478,0
28512,0
9849,0
21833,0
3775,0
57228,0
26000,0
14958,0
7745,0
57050,0
79656,0
200205,0
80297,0
27031,0
127281,0
29094,0
165324,0
130502,0
407759,0
79912,0
57573,0
57674,0
255043,0
9552,0
9392,0
55486,0
8447,0
337970,0
51241,0
9275,0
205327,0
7551,0
74053,0
140885,0
8277,0
81502,0
23478,0
1805,0
110074,0
284194,0
56111,0
155435,0
149473,0
12631,0
852295,0
414153,0
14595,0
348180,0
202,0
8858,0
173149,0
124044,0
79899,0
8925,0
27233,0
1833,0
390,0
283248,0
92689,0
4081,0
8513,0
1231,0
54554,0
51146,0
26157,0
374768,0
853503,0
353288,0
340533,0
36329,0
10162,0
18004,0
755,0
228361,0
283377,0
64787,0
25776,0
29940,0
51232,0
11066,0
158931,0
69908,0
79077,0
69288,0
79726,0
23065,0
65249,0
10044,0
92714,0
60481,0
22983,0
10136,0
84076,0
347918,0
84975,0
11863,0
17918,0
25912,0
84498,0
57647,0
28227,0
83591,0
2158,0
541466,0
84206,0
9767,0
834706,0
642443,0
6543,0
285313,0
22898,0
27374,0
23361,0
151835,0
442867,0
91369,0
51175,0
171392,0
12402,0
26416,0
55578,0
11213,0
5555,0
360227,0
5940,0
11039,0
81689,0
24142,0
10556,0
340348,0
22004,0
8310,0
57460,0
4580,0
55553,0
247,0
84333,0
57586,0
55113,0
25999,0
78987,0
209354,0
30819,0
83734,0
57010,0
778,0
23509,0
140838,0
853168,0
414318,0
67200,0
26895,0
134466,0
64591,0
8396,0
285148,0
56951,0
11041,0
51735,0
64655,0
26380,0
10106,0
55507,0
294917,0
79865,0
219990,0
20416,0
26813,0
23431,0
11152,0
67444,0
57110,0
56419,0
855342,0
3898,0
851862,0
124872,0
27247,0
10209,0
17344,0
6519,0
157285,0
146853,0
58220,0
9468,0
128240,0
8499,0
2098,0
387119,0
9053,0
55228,0
137392,0
64109,0
54126,0
285672,0
79695,0
27966,0
116636,0
9683,0
17118,0
338692,0
51696,0
13171,0
77116,0
54545,0
255394,0
3467,0
19013,0
211922,0
855221,0
3218,0
286380,0
51557,0
64102,0
83448,0
90580,0
55909,0
389337,0
55753,0
6388,0
55695,0
11082,0
199746,0
54784,0
398044,0
140629,0
51780,0
56207,0
23518,0
284323,0
83693,0
79686,0
401507,0
9096,0
11854,0
326625,0
79675,0
6360,0
50762,0
8620,0
24627,0
318847,0
10597,0
751867,0
145482,0
830564,0
80301,0
2814,0
2693,0
9760,0
29907,0
84255,0
9321,0
147372,0
85445,0
881,0
23731,0
29954,0
12151,0
55122,0
56438,0
347240,0
80347,0
285613,0
6903,0
853167,0
131920,0
1836,0
285381,0
23218,0
51764,0
432035,0
304,0
2703453,0
147991,0
856507,0
9925,0
91133,0
3077532,0
28992,0
653808,0
9110,0
160622,0
6524,0
122481,0
30833,0
126326,0
80055,0
14828,0
84229,0
11334,0
158747,0
128821,0
59126,0
6932,0
8796,0
7556,0
83475,0
92715,0
55361,0
160428,0
304978,0
85465,0
84287,0
23779,0
29765,0
4703,0
19015,0
218503,0
284352,0
151313,0
4440,0
29947,0
91056,0
84083,0
1731,0
26918,0
6539,0
64145,0
256309,0
21416,0
27202,0
22330,0
166824,0
286467,0
441094,0
445571,0
320706,0
825462,0
55249,0
64091,0
53373,0
18595,0
256364,0
212127,0
84792,0
28231,0
10953,0
51629,0
2841,0
51170,0
79842,0
5064,0
7701,0
18626,0
255877,0
440915,0
5535,0
130106,0
381921,0
57650,0
23409,0
8439,0
1339,0
58516,0
1819,0
853465,0
51237,0
6621,0
84057,0
131118,0
27036,0
27077,0
132001,0
400221,0
18746,0
2519,0
853409,0
55326,0
14794,0
160760,0
22213,0
66583,0
163782,0
79230,0
8459,0
25884,0
221322,0
1420,0
856454,0
64282,0
5427,0
25841,0
124935,0
35540,0
27143,0
654790,0
5990,0
73121,0
217866,0
84968,0
56650,0
9749,0
56895,0
26521,0
339970,0
51059,0
404053,0
79029,0
24145,0
4123,0
5053,0
23300,0
5634,0
84331,0
7268,0
828571,0
348938,0
56655,0
201562,0
2538,0
729857,0
146223,0
282857,0
80315,0
81794,0
54916,0
10110,0
127294,0
3338,0
730112,0
72722,0
8853,0
26151,0
67845,0
22928,0
2834,0
51052,0
27181,0
27350,0
5797,0
125050,0
8225,0
11076,0
208618,0
203076,0
374986,0
144110,0
100132074,0
4097,0
64376,0
1117,0
24811,0
79962,0
114771,0
7903,0
10424,0
292729,0
14164,0
8727,0
93134,0
301555,0
393313,0
2747,0
284716,0
23440,0
55206,0
72508,0
65152,0
5832,0
23174,0
55615,0
374907,0
22152,0
85362,0
9600,0
56681,0
1820,0
15511,0
54860,0
28965,0
133746,0
51087,0
55079,0
29099,0
64122,0
84306,0
127255,0
27291,0
55255,0
1311,0
810,0
1346,0
6391,0
441521,0
24680,0
66296,0
9537,0
55614,0
51471,0
7553,0
83740,0
404093,0
56171,0
19366,0
852665,0
124402,0
146760,0
21872,0
340419,0
11216,0
3538,0
23461,0
100131017,0
57336,0
122876,0
14688,0
389834,0
6123,0
9741,0
139741,0
18193,0
2703373,0
14463,0
8284,0
222171,0
856061,0
80832,0
851260,0
55153,0
818280,0
223691,0
10677,0
116681,0
63926,0
116496,0
123879,0
8637,0
725,0
4604,0
12695,0
79877,0
157773,0
85452,0
100364368,0
64207,0
375704,0
338872,0
7373,0
11674,0
17927,0
246744,0
29998,0
64319,0
30816,0
83590,0
83546,0
4238,0
130940,0
245937,0
79812,0
29895,0
57231,0
855386,0
11248,0
254013,0
79971,0
27300,0
285205,0
83394,0
229906,0
81558,0
254295,0
84618,0
1667,0
27201,0
101543,0
3502,0
8521,0
58191,0
223723,0
400966,0
55187,0
26446,0
223082,0
388611,0
92747,0
16565,0
641977,0
84986,0
2073,0
9686,0
7495,0
93349,0
283820,0
51314,0
22987,0
7638,0
18477,0
65982,0
71521,0
57470,0
20620,0
93759,0
23434,0
23632,0
9455,0
6699,0
55863,0
10220,0
124857,0
51406,0
1510,0
9311,0
217365,0
71713,0
55652,0
12386,0
270192,0
10205,0
389766,0
124535,0
212753,0
387316,0
653604,0
8832,0
266697,0
223917,0
25806,0
844302,0
8153,0
10430,0
18844,0
631,0
57139,0
221786,0
2169,0
2986,0
55101,0
11202,0
594,0
2184,0
16348,0
362612,0
50512,0
169522,0
26059,0
341640,0
160298,0
51537,0
85479,0
9936,0
146713,0
283685,0
292925,0
9901,0
794,0
140876,0
338322,0
29097,0
16428,0
159013,0
26824,0
81543,0
84267,0
65113,0
854327,0
79177,0
84343,0
100129791,0
1397,0
284439,0
401251,0
269523,0
131450,0
839527,0
19353,0
80135,0
63982,0
79829,0
19823,0
84302,0
271,0
27221,0
55268,0
83895,0
84298,0
402135,0
92912,0
3045,0
346389,0
51168,0
166863,0
17957,0
401399,0
55825,0
3933,0
55300,0
13191,0
387036,0
121214,0
9117,0
25911,0
2998,0
23370,0
19387,0
139105,0
8859,0
7769,0
128312,0
441212,0
25940,0
12576,0
125488,0
767,0
7783,0
2703,0
392862,0
8745,0
162681,0
5098,0
80821,0
855999,0
27244,0
18521,0
853169,0
91050,0
57168,0
163227,0
8287,0
3960,0
9507,0
79674,0
160140,0
670,0
2905,0
728233,0
1800,0
1849,0
91319,0
9780,0
24417,0
856638,0
284366,0
6511,0
84542,0
11441,0
13017,0
7908,0
12323,0
118663,0
1961,0
26112,0
854102,0
10175,0
285220,0
64302,0
66917,0
399726,0
26832,0
2121,0
328580,0
114815,0
3222,0
8704,0
790955,0
29124,0
83814,0
548644,0
494115,0
18091,0
18029,0
197322,0
21339,0
856597,0
7694,0
55108,0
9941,0
51360,0
3003,0
150726,0
23119,0
85280,0
21848,0
56961,0
3445,0
9819,0
217473,0
9993,0
6328,0
10249,0
256714,0
25023,0
852222,0
79024,0
130026,0
27085,0
83931,0
1371,0
283948,0
2968,0
80852,0
5438,0
57446,0
80895,0
14534,0
13605,0
8329,0
137902,0
4682,0
10017,0
60482,0
165215,0
79741,0
820438,0
23203,0
100289097,0
257415,0
728378,0
199857,0
3053,0
50913,0
8941,0
2021,0
3242,0
17313,0
853043,0
243961,0
2900,0
57489,0
8215,0
79832,0
100363904,0
90167,0
18458,0
6887,0
23446,0
10493,0
4807,0
146556,0
10393,0
64856,0
51098,0
4775,0
480,0
644815,0
17756,0
843546,0
23066,0
66156,0
55902,0
53610,0
51027,0
100037269,0
85377,0
23762,0
12950,0
85240,0
63928,0
63951,0
220136,0
4009,0
70160,0
10734,0
138151,0
6758,0
4142,0
24150,0
852371,0
729708,0
400745,0
89866,0
80319,0
100507203,0
4674,0
89857,0
7696,0
23483,0
162632,0
8403,0
54584,0
79894,0
692076,0
10003,0
140722,0
231801,0
5507,0
23074,0
442227,0
1362,0
65028,0
64343,0
6344,0
110323,0
114897,0
2298,0
400798,0
51303,0
18148,0
100129696,0
135458,0
110279,0
220002,0
55856,0
162989,0
8073,0
1005,0
55786,0
6683,0
18673,0
24208,0
84717,0
27180,0
253512,0
10455,0
151295,0
855289,0
83720,0
55055,0
10011,0
24468,0
79000,0
9942,0
140738,0
284067,0
12142,0
80351,0
201965,0
126282,0
9481,0
71679,0
11055,0
391627,0
51886,0
84290,0
50497,0
22390,0
854682,0
856294,0
54145,0
23151,0
8728,0
221264,0
219431,0
121643,0
25799,0
84073,0
199720,0
2703417,0
56301,0
113828,0
10782,0
307947,0
854702,0
5680,0
70235,0
146434,0
51885,0
5872,0
853365,0
175217,0
50700,0
64015,0
54838,0
17219,0
58485,0
455214,0
55526,0
22154,0
1417,0
8578,0
6658,0
90826,0
8997,0
816314,0
9746,0
16330,0
3046,0
17248,0
9363,0
6799,0
64284,0
75599,0
9954,0
9957,0
60684,0
55627,0
16561,0
84552,0
4337,0
54938,0
51030,0
388701,0
11946,0
11068,0
26403,0
148479,0
2865,0
127557,0
84957,0
57109,0
20338,0
52040,0
28815,0
139212,0
8771,0
50930,0
22911,0
728405,0
824665,0
84218,0
22059,0
6011,0
253724,0
200132,0
18711,0
85407,0
78975,0
23158,0
50640,0
201725,0
55544,0
26286,0
214133,0
83955,0
4892,0
245711,0
65009,0
100127888,0
342897,0
854261,0
613227,0
51205,0
84883,0
12005,0
84101,0
87769,0
855625,0
373863,0
158880,0
144402,0
257218,0
114821,0
57402,0
26005,0
22993,0
404665,0
254896,0
79858,0
100423062,0
18132,0
15481,0
8507,0
1419,0
231413,0
23024,0
374879,0
25626,0
7855,0
850314,0
57189,0
134526,0
8603,0
51226,0
66624,0
3354,0
5498,0
2250,0
147525,0
835281,0
23432,0
9640,0
79864,0
374899,0
30941,0
4668,0
22847,0
113675,0
5729,0
20168,0
10329,0
12567,0
107951,0
255167,0
574288,0
56062,0
9956,0
51248,0
834430,0
23102,0
307200,0
222894,0
26949,0
23259,0
2901,0
855277,0
22881,0
157855,0
2817,0
2703423,0
23082,0
287005,0
7433,0
114049,0
100009074,0
8325,0
56443,0
1464,0
855998,0
728411,0
235559,0
850914,0
11119,0
153561,0
54900,0
179554,0
50485,0
339366,0
54963,0
2531,0
8798,0
11093,0
7318,0
26834,0
51555,0
79070,0
108699,0
844433,0
348303,0
138716,0
85444,0
285175,0
150771,0
168400,0
67203,0
84951,0
856208,0
203522,0
23423,0
26749,0
10156,0
57585,0
108679,0
84300,0
84911,0
283209,0
851323,0
57414,0
644890,0
79582,0
852037,0
68083,0
10804,0
23443,0
25821,0
148534,0
214899,0
81573,0
7580,0
24180,0
362392,0
66989,0
70218,0
151871,0
21,0
112802,0
9535,0
375593,0
16573,0
64800,0
80161,0
83464,0
50522,0
29496,0
83937,0
79572,0
7982,0
18286,0
5031,0
389114,0
27285,0
165100,0
285315,0
55776,0
5620,0
3512,0
7770,0
2794,0
8568,0
168537,0
51149,0
16443,0
839501,0
79836,0
290704,0
16177,0
57657,0
93663,0
374666,0
100130561,0
20512,0
18693,0
26099,0
5232,0
24242,0
272,0
51668,0
57179,0
57533,0
54665,0
79612,0
388965,0
1038,0
55119,0
8816,0
201255,0
121549,0
81285,0
170920,0
7016,0
554235,0
25763,0
20843,0
12419,0
138065,0
123591,0
387921,0
850713,0
345930,0
5636,0
70603,0
850636,0
12234,0
7047,0
24516,0
850974,0
854735,0
76895,0
55137,0
64499,0
80851,0
84455,0
8538,0
90324,0
854651,0
10150,0
4114,0
202134,0
84059,0
51250,0
65250,0
65124,0
2070,0
72199,0
23161,0
2649,0
84524,0
208266,0
80726,0
200185,0
2848,0
221806,0
54827,0
375607,0
440670,0
254042,0
2894,0
140803,0
6618,0
25833,0
13016,0
386618,0
684,0
4947,0
9988,0
90187,0
66905,0
55240,0
1506,0
822042,0
23924,0
441046,0
64434,0
575,0
51389,0
26119,0
14226,0
100137047,0
15505,0
158067,0
22915,0
84787,0
852606,0
728242,0
23101,0
214669,0
281794,0
7125,0
83556,0
121665,0
608,0
339479,0
65999,0
79366,0
403341,0
7767,0
85481,0
115861,0
27102,0
55089,0
7220,0
80760,0
100885850,0
63925,0
50688,0
91947,0
130271,0
54058,0
8690,0
166815,0
11126,0
8715,0
587,0
2542,0
856924,0
19348,0
399947,0
389434,0
69721,0
2000,0
51374,0
228836,0
85013,0
58505,0
116068,0
80071,0
851631,0
7748,0
50515,0
1841,0
26404,0
149708,0
84258,0
2540727,0
2134,0
90655,0
7120,0
13445,0
4071,0
55425,0
79589,0
8436,0
57057,0
398680,0
79012,0
65989,0
149175,0
339416,0
55100,0
1979,0
78973,0
9617,0
81493,0
214597,0
833475,0
22875,0
132949,0
63887,0
56923,0
56271,0
22318,0
281849,0
284836,0
400714,0
7596,0
116689,0
84320,0
26010,0
3227,0
390916,0
25909,0
440686,0
853418,0
153642,0
6083,0
245812,0
26032,0
10157,0
337969,0
7567,0
50883,0
28954,0
214987,0
441273,0
79776,0
50624,0
80336,0
6818,0
285605,0
29113,0
9718,0
8760,0
19249,0
150275,0
51266,0
138639,0
25956,0
56403,0
2703383,0
65259,0
6242,0
26261,0
225659,0
56052,0
257169,0
22986,0
2703439,0
728489,0
169436,0
54758,0
23051,0
22378,0
7692,0
170959,0
145873,0
56156,0
440461,0
441241,0
3250,0
30848,0
10695,0
84230,0
4201,0
51634,0
518399,0
24873,0
84268,0
54344,0
25837,0
145270,0
23080,0
10023,0
53616,0
852346,0
18074,0
169355,0
71175,0
643853,0
12070,0
25851,0
819759,0
5046,0
27443,0
51601,0
10247,0
26224,0
80194,0
3833,0
51016,0
9679,0
51093,0
81551,0
145553,0
58522,0
215821,0
26152,0
7993,0
55640,0
59020,0
26090,0
140486,0
647979,0
57456,0
388228,0
29800,0
350383,0
788,0
8630,0
57478,0
215280,0
4969,0
201895,0
128486,0
134187,0
55561,0
80325,0
100505724,0
192193,0
10085,0
856494,0
166378,0
729515,0
9175,0
5616,0
67877,0
72433,0
146909,0
221188,0
80352,0
444499,0
474381,0
51164,0
66087,0
445347,0
361984,0
150244,0
129530,0
84094,0
54762,0
26820,0
852327,0
169693,0
387837,0
22145,0
115004,0
20740,0
67839,0
108000,0
362242,0
851152,0
4124,0
610457,0
12866,0
406912,0
124751,0
12539,0
162605,0
55103,0
1045,0
10585,0
93109,0
84328,0
8501,0
55316,0
830019,0
729262,0
55861,0
81563,0
163259,0
367562,0
221472,0
79993,0
84467,0
24189,0
254773,0
12785,0
25974,0
80005,0
55334,0
9487,0
147744,0
353116,0
79933,0
28983,0
3077513,0
90288,0
84816,0
386672,0
284,0
219844,0
219557,0
56889,0
80728,0
140893,0
217342,0
79792,0
4161,0
80323,0
100506164,0
15526,0
1638,0
55665,0
79831,0
100529067,0
381990,0
651746,0
65975,0
1293,0
5613,0
140690,0
46156,0
445328,0
339168,0
85441,0
134288,0
56233,0
23772,0
283455,0
91664,0
828859,0
6536,0
50837,0
260294,0
116369,0
2565,0
9808,0
124925,0
56670,0
142684,0
55884,0
58492,0
84276,0
552900,0
27122,0
12321,0
12805,0
146894,0
593,0
54596,0
11107,0
284004,0
150538,0
85371,0
6329,0
855426,0
854664,0
851532,0
51944,0
729359,0
146206,0
852798,0
114960,0
3494,0
1443,0
122011,0
23620,0
12042,0
154791,0
84000,0
21849,0
79818,0
54432,0
4935,0
72320,0
90139,0
851000,0
6588,0
4598,0
342977,0
768211,0
256380,0
55625,0
101290500,0
266692,0
55845,0
19045,0
8898,0
89910,0
284083,0
2358,0
26548,0
149069,0
391634,0
284459,0
375757,0
286151,0
58528,0
300053,0
140883,0
26133,0
11789,0
65267,0
388272,0
117550,0
128077,0
12578,0
2692,0
283106,0
343068,0
653619,0
19645,0
135398,0
284802,0
81793,0
13831,0
1427,0
23469,0
834435,0
51306,0
79794,0
203054,0
2540666,0
359710,0
6898,0
22874,0
18951,0
67604,0
7293,0
23617,0
1307,0
83700,0
84767,0
84014,0
17928,0
4259,0
68539,0
22899,0
853091,0
57786,0
34881,0
84549,0
285533,0
20617,0
54852,0
253635,0
260434,0
57113,0
646875,0
1519,0
13429,0
235623,0
282126,0
344018,0
23646,0
120224,0
130355,0
2538711,0
284958,0
4247,0
4248,0
25805,0
55841,0
54923,0
6578,0
3067,0
60331,0
91351,0
10773,0
53632,0
4857,0
244416,0
119710,0
2232,0
79568,0
100129271,0
852680,0
3547,0
84102,0
60681,0
83815,0
166968,0
83607,0
3783728,0
56157,0
64410,0
610,0
389799,0
84923,0
64430,0
400735,0
440515,0
9214,0
23312,0
5912,0
84851,0
55798,0
7739,0
3537,0
9697,0
9364,0
84904,0
79134,0
80309,0
5754,0
83483,0
80345,0
254065,0
56903,0
158866,0
14199,0
55347,0
11249,0
1442,0
25943,0
54769,0
26085,0
92104,0
81706,0
52864,0
160492,0
54934,0
137529,0
135152,0
56349,0
51710,0
254863,0
112597,0
18392,0
439927,0
3177,0
646785,0
25917,0
23548,0
9071,0
2675,0
6865,0
67972,0
144363,0
163859,0
2703357,0
2294,0
851212,0
51528,0
3783745,0
56228,0
27178,0
2525,0
79884,0
17938,0
116657,0
114299,0
53885,0
160824,0
124152,0
343099,0
84937,0
365895,0
856748,0
145447,0
79786,0
55243,0
497049,0
114774,0
7802,0
398024,0
79984,0
51118,0
79896,0
26287,0
6375,0
256126,0
8492,0
131578,0
2541863,0
26751,0
850846,0
26020,0
30815,0
1347,0
8693,0
3229,0
850658,0
387751,0
56515,0
853800,0
83473,0
851824,0
649330,0
1303,0
692224,0
21844,0
643904,0
33565,0
113444,0
728137,0
117039,0
75580,0
26395,0
84166,0
20910,0
74838,0
192234,0
6289,0
15182,0
855149,0
308051,0
100302090,0
851670,0
143630,0
6692,0
652966,0
157769,0
9123,0
100355961,0
56165,0
55245,0
534,0
91355,0
84933,0
400720,0
50799,0
2827,0
79004,0
19329,0
150946,0
1446,0
54858,0
121274,0
11070,0
81566,0
91181,0
853002,0
24784,0
11118,0
5681,0
1815,0
115939,0
80000,0
440087,0
19358,0
23590,0
100383,0
12952,0
22869,0
850633,0
28577,0
71954,0
444874,0
5118,0
10279,0
373544,0
54866,0
11215,0
13858,0
110651,0
79456,0
51816,0
375287,0
64090,0
67003,0
139818,0
66889,0
100291837,0
57718,0
285733,0
131544,0
352910,0
55218,0
21335,0
79154,0
22352,0
56735,0
115019,0
2667,0
854114,0
57642,0
26084,0
58222,0
51309,0
9603,0
17865,0
139081,0
10777,0
16396,0
201627,0
93622,0
90665,0
13803,0
286257,0
145957,0
100287428,0
55567,0
9480,0
4146,0
83595,0
4961494,0
852206,0
66048,0
256643,0
55116,0
112476,0
5881,0
150465,0
138009,0
65010,0
360030,0
79986,0
164656,0
280,0
9069,0
27133,0
23381,0
594855,0
55285,0
25950,0
6025,0
2044,0
140564,0
197335,0
286205,0
79849,0
1179,0
5875,0
131408,0
51268,0
68475,0
91252,0
3788,0
10227,0
3077530,0
186869,0
388588,0
64881,0
23389,0
10555,0
158572,0
17978,0
12953,0
442523,0
153743,0
7566,0
22921,0
54841,0
157657,0
14939,0
677804,0
503542,0
79411,0
83707,0
55565,0
6509,0
201973,0
57633,0
146845,0
55205,0
100101467,0
100294277,0
283160,0
226180,0
129025,0
60598,0
676,0
115273,0
853536,0
416,0
84293,0
23587,0
396270,0
24410,0
113178,0
64525,0
54434,0
159371,0
388115,0
26381,0
360570,0
56521,0
856289,0
823585,0
57136,0
339123,0
23660,0
374395,0
256281,0
29106,0
148979,0
17760,0
53831,0
84932,0
23335,0
26998,0
57462,0
79451,0
57713,0
286297,0
850360,0
387101,0
855319,0
23315,0
577,0
163732,0
284415,0
440356,0
6707,0
54856,0
67184,0
84261,0
150677,0
84679,0
26871,0
1996,0
83844,0
54976,0
16971,0
66046,0
2916,0
7809,0
23550,0
26297,0
2703392,0
57645,0
152579,0
26873,0
56226,0
851565,0
4961525,0
26821,0
23555,0
338761,0
56673,0
54989,0
338599,0
342666,0
116698,0
55007,0
653067,0
23821,0
9121,0
12322,0
152007,0
57721,0
25961,0
105352,0
231225,0
75590,0
653781,0
10321,0
301035,0
63901,0
606551,0
329015,0
58158,0
18647,0
12450,0
20276,0
269614,0
1777,0
80199,0
89790,0
26835,0
7288,0
26572,0
2978,0
66066,0
57479,0
401172,0
51155,0
4250,0
68815,0
84926,0
51108,0
170685,0
1135,0
84174,0
15499,0
197259,0
147040,0
837868,0
641367,0
79573,0
2028,0
168374,0
55237,0
7675,0
99890,0
1515,0
56142,0
78992,0
55118,0
26355,0
854768,0
22141,0
221955,0
117854,0
140873,0
21340,0
831959,0
100462977,0
97,0
57547,0
56907,0
643752,0
284486,0
5459,0
12364,0
221718,0
727910,0
7781,0
4246,0
4435,0
853133,0
79736,0
55713,0
6307,0
851651,0
55784,0
57148,0
54442,0
20630,0
112812,0
138474,0
728013,0
388719,0
18294,0
8269,0
67427,0
9840,0
22846,0
162073,0
4324,0
140609,0
818591,0
148252,0
18642,0
55879,0
123803,0
10882,0
55852,0
7586,0
108689,0
533307,0
2540020,0
8345,0
57677,0
643246,0
374969,0
117017,0
124599,0
51463,0
200504,0
84191,0
51365,0
4325,0
140870,0
6619,0
4606,0
51398,0
390594,0
375686,0
5408,0
750,0
14030,0
116337,0
25467,0
4948,0
729533,0
23507,0
284406,0
55186,0
26658,0
855934,0
79853,0
851013,0
57497,0
126299,0
100360154,0
80017,0
83986,0
116379,0
55106,0
114915,0
55,0
23086,0
55349,0
570,0
2868,0
28982,0
642658,0
2577,0
26164,0
232943,0
3077448,0
113746,0
644096,0
58475,0
4054,0
282004,0
202658,0
3681,0
55313,0
51020,0
3777,0
113893,0
730668,0
51308,0
55591,0
850445,0
29236,0
64412,0
20867,0
10485,0
134145,0
440568,0
33397,0
284169,0
90204,0
348235,0
3209,0
11158,0
91734,0
8263,0
25350,0
4239,0
854662,0
10581,0
160777,0
116643,0
67530,0
83462,0
90952,0
13001,0
51092,0
21406,0
92092,0
66000,0
9976,0
3750,0
56980,0
347862,0
55529,0
165904,0
340277,0
140694,0
57376,0
2306,0
8444,0
80167,0
161253,0
1830,0
64847,0
135644,0
170591,0
100506584,0
74343,0
822207,0
89846,0
227298,0
6703,0
850506,0
6051,0
129138,0
115399,0
402665,0
37916,0
343505,0
844304,0
19344,0
2331,0
84691,0
3004,0
328572,0
51239,0
618164,0
100125989,0
226407,0
144699,0
233871,0
6247,0
16195,0
852042,0
414927,0
856656,0
27130,0
114905,0
57551,0
850715,0
56718,0
22880,0
90843,0
55335,0
134860,0
286133,0
25946,0
222643,0
1472,0
90025,0
388339,0
227446,0
11736,0
84892,0
283807,0
21847,0
79434,0
19376,0
55282,0
203197,0
417950,0
